_id,Inspection ID,Facility ID,Facility Name,Facility Address,Facility Address 2,Facility Municipality Name,Facility City,Facility County,Facility State,Facility Postal Code,Facility Latitude,Facility Longitude,Venue Type,Inspection Date,Inspection End,Inspection Purpose,Inspection Passed,Inspection Number,Inspector Name,"Free Chlorine, Shallow","Free Chlorine, Deep","Combined Chlorine, Shallow","Combined Chlorine, Deep","Free Bromine, Shallow","Free Bromine, Deep","pH Value, Shallow","pH Value, Deep",Cyanuric Acid,Turnover,Enclosure,Main Drain Visible,Safety Equipment,Disinfectant Level,pH Balance,No Imminent Health Hazards,Abated Date
128339,206619,2001,PITTSBURGH GOLF CLUB - MAIN POOL,5280 NORTHUMBERLAND  STREET,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15217,40.44022871,-79.93944936,POOLS (OUTDOOR),2023-06-30T13:30:00,2023-07-03T14:15:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,3.6,,0,,,,7.4,,,50,t,t,t,t,t,t,7/3/2023
128340,206626,2235,FOREST HIGHLANDS COMMUNITY ASSOC POOL, FOREST HIGHLAND  DRIVE,,Harmar Township,PITTSBURGH,Allegheny County,PA,15238,,,POOL (CONDO OUTDOOR),2023-06-30T13:00:00,2023-07-03T14:00:00,FOLLOW UP INSPECTION,t,2,FREEMAN MICHELE,2.6,2.6,0,0,0,0,7.6,7.6,<50,90,t,t,t,t,t,t,7/6/2023
128341,206647,2133,ALCOMA ON THE GREEN POOL,225 ALCOMA BOULEVARD,#114,Penn Hills,PITTSBURGH,Allegheny County,PA,15235,40.48537735,-79.80116317,POOLS (OUTDOOR),2023-07-03T01:40:00,2023-07-05T02:50:00,INITIAL INSPECTION,t,1,MUSA AMINATA,3,3,0,0,,,7.2,7.4,40,140,t,t,f,t,t,t,
128343,206683,2023,TRIMONT RESIDENTIAL CONDOS POOL,1 TRIMONT LANE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15211,40.43822854,-80.02018731,POOL (CONDO OUTDOOR),2023-07-06T10:20:00,2023-07-06T11:30:00,INITIAL INSPECTION,t,1,MANOWN MARYANN,0.5,,0,,,,7.2,,<30,40,t,t,f,t,t,f,
128344,206714,2298,CHARLEMAGNE II POOL,4000 CHARLEMAGNE CIRCLE,,Ross Township,PITTSBURGH,Allegheny County,PA,15237,,,POOL (CONDO OUTDOOR),2023-07-07T09:15:00,2023-07-10T09:50:00,FOLLOW UP INSPECTION,t,6,NOBBS SCOTT,,,,,,,,,,,t,t,f,t,t,t,7/11/2023
128345,206720,2204,SHANNOPIN COUNTRY CLUB - POOL & SPRAY PAD,1 WINDMERE ROAD,,Ben Avon Heights,PITTSBURGH,Allegheny County,PA,15202,40.51452753,-80.06919634,POOLS (OUTDOOR),2023-07-06T14:00:00,2023-07-10T14:30:00,INITIAL INSPECTION,t,1,NOBBS SCOTT,3,2.8,0.2,0,,,7.4,7.4,<30,700,t,t,f,t,t,t,7/11/2023
128346,206726,10979,THE VIEW NORTH HILLS POOL,1000 JOHNANNA DRIVE,,Ross Township,Pittsburgh,Allegheny County,PA,15237,40.54750291,-80.01407239,POOLS (OUTDOOR),2023-07-07T14:00:00,2023-07-10T15:20:00,INITIAL INSPECTION,t,1,NOBBS SCOTT,2.4,2.2,0.2,0.2,,,7.2,7.4,<30,140,t,t,f,t,t,t,8/17/2023
128352,207411,372,FOX CHAPEL YACHT CLUB POOL,1366 OLD FREEPORT ROAD,,O'Hara Township,PITTSBURGH,Allegheny County,PA,15238,40.48569175,-79.87248037,POOLS (OUTDOOR),2023-08-03T09:30:00,2023-08-04T10:30:00,FOLLOW UP INSPECTION,t,3,FREEMAN MICHELE,3.2,3.2,0.2,0.2,0,0,7.4,7.4,<50,350,t,t,t,t,t,t,8/10/2023
128353,207428,8776,BRACKEN HOUSE NORTH SHORE POOL,100 ANDERSON STREET,,PITTSBURGH,Pittsburgh,Allegheny County,PA,15212,40.44863837,-79.99936184,POOLS (OUTDOOR),2023-08-03T15:35:00,2023-08-07T16:00:00,FOLLOW UP INSPECTION,t,2,NOBBS SCOTT,,,,,,,,,,,t,t,t,t,t,t,8/15/2023
128354,207471,2019,REAM POOL/CITY OF PITTSBURGH,321 MERRIMAC STREET,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15211,40.43084703,-80.01313567,POOLS (OUTDOOR),2023-08-03T12:50:00,2023-08-08T13:10:00,INITIAL INSPECTION,t,1,MANOWN MARYANN,1.5,,0,,,,7,,<30,450,t,t,t,t,f,t,
128355,207476,2517,GRANDVIEW POINTE APTS POOL,1411 GRANDVIEW AVENUE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15211,40.43848893,-80.02133562,POOLS (OUTDOOR),2023-08-03T12:00:00,2023-08-08T12:30:00,INITIAL INSPECTION,t,1,MANOWN MARYANN,3,,0.2,,,,7.6,,40,60,t,t,f,t,t,t,8/8/2023
128357,207509,2216,PITTSBURGH FIELD CLUB - WADING POOL,121 FIELD CLUB ROAD,,Fox Chapel,PITTSBURGH,Allegheny County,PA,15238,40.51312114,-79.88989824,WADING POOL SYSTEM,2023-08-07T13:00:00,2023-08-09T14:00:00,FOLLOW UP INSPECTION,t,4,FREEMAN MICHELE,2.6,2.6,0,0,0,0,7.2,7.2,<50,,t,t,t,t,t,t,
128358,207514,2362,CRAFTON BOROUGH POOL,117 W STEUBEN STREET,,Crafton,PITTSBURGH,Allegheny County,PA,15205,40.43820874,-80.0729088,POOLS (OUTDOOR),2023-08-08T15:15:00,2023-08-09T15:40:00,INITIAL INSPECTION,f,1,MANOWN MARYANN,2.5,,0,,,,7.6,,<30,470,t,t,t,t,t,t,8/9/2023
128360,207551,9857,HAMILTON PLACE POOL,100 ADDIE  COURT,,Castle Shannon,Pittsburgh,Allegheny County,PA,15234,40.36364913,-80.01782938,POOLS (OUTDOOR),2023-08-09T13:00:00,2023-08-10T13:25:00,FOLLOW UP INSPECTION,t,4,ZIRNGIBL BARBARA,2,,0.2,,,,7.2,,50,,t,t,f,t,t,t,8/11/2023
128361,207557,15,VALLEY BROOK SWIM CLUB-WADING,1 CALLENDER  ROAD,,Ross Township,PITTSBURGH,Allegheny County,PA,15237,,,WADING POOL SYSTEM,2023-08-07T15:15:00,2023-08-10T15:30:00,FOLLOW UP INSPECTION,t,2,NOBBS SCOTT,,,,,,,,,,,t,t,f,t,t,t,9/8/2023
128362,207559,10739,CAMBRIA SUITES PGH @ PPG PAINTS ARENA SPA,1320 CENTRE AVENUE,,Pittsburgh,Pittsburgh,Allegheny County,PA,15219,40.44009334,-79.98798104,SPA/HOT TUB (INDOOR),2023-08-09T13:00:00,2023-08-10T14:00:00,FOLLOW UP INSPECTION,t,6,DAILY NATHAN,0,,,,,,<7.0,,,,t,t,t,t,t,f,1/5/2024
128371,207731,2454,SWALLOW HILL CONDO - POOL,2034 SWALLOW HILL ROAD,,Scott Township,PITTSBURGH,Allegheny County,PA,15220,40.39904108,-80.0768483,POOL (CONDO OUTDOOR),2023-08-16T10:30:00,2023-08-17T11:00:00,FOLLOW UP INSPECTION,t,3,ZIRNGIBL BARBARA,3,,0.2,,,,7.2,,40,,t,t,f,t,t,t,
128372,206784,4141,TORRENTE APARTMENTS POOL,2565 BOYCE PLAZA  ROAD,,Upper St Clair Township,PITTSBURGH,Allegheny County,PA,15241,40.32251609,-80.11355233,POOLS (OUTDOOR),2023-07-11T14:00:00,2023-07-12T14:20:00,FOLLOW UP INSPECTION,t,2,ZIRNGIBL BARBARA,2,,2,,,,7.4,,< 30,140,t,t,t,t,t,t,7/13/2023
128373,206788,2471,MONTCLAIR POOL,1217 SHERBROOK DRIVE,,Upper St Clair Township,PITTSBURGH,Allegheny County,PA,15241,,,POOL (CONDO OUTDOOR),2023-07-11T15:10:00,2023-07-12T16:00:00,INITIAL INSPECTION,f,1,ZIRNGIBL BARBARA,1,,1,1,,,7.4,7.4,< 30,200,t,t,t,t,t,t,7/14/2023
128374,206790,9717,KAUFMANNS GRAND ON 5TH POOL,434 5TH AVENUE,,Pittsburgh,Pittsburgh,Allegheny County,PA,15219,40.43970233,-79.99807596,POOLS (OUTDOOR),2023-07-05T10:00:00,2023-07-12T10:15:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,4,,0,,,,7.4,,,90,t,t,t,t,t,t,7/5/2023
128376,206805,2141,OLYMPIC SWIM CLUB POOL,517 TWIN OAK DRIVE,,Penn Hills,PITTSBURGH,Allegheny County,PA,15235,40.47898714,-79.7904494,POOLS (INDOOR),2023-07-10T03:15:00,2023-07-12T04:30:00,INITIAL INSPECTION,t,1,MUSA AMINATA,2.5,2.5,1,0.5,,,7.6,7.6,,308,t,t,t,t,t,t,7/28/2023
128378,206829,289,1000 GRANDVIEW AVE POOL,1000 GRANDVIEW AVENUE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15211,40.43712212,-80.01657079,POOL (CONDO OUTDOOR),2023-07-12T12:10:00,2023-07-13T12:45:00,FOLLOW UP INSPECTION,t,4,MANOWN MARYANN,32,,0.2,,,,7.2,,85,95,t,t,f,t,t,f,8/4/2023
128379,206849,2006,MAXON TOWERS APT POOL,6315 FORBES AVENUE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15217,40.43832675,-79.91828564,POOLS (OUTDOOR),2023-07-13T10:00:00,2023-07-14T10:45:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,4,,0,,,,7.8,,,150,t,t,t,t,t,t,7/14/2023
128380,206858,9497,BRENTWOOD PARK POOL,122  PARK DRIVE,,Brentwood,Pittsburgh,Allegheny County,PA,15227,40.37572803,-79.97325504,POOLS (OUTDOOR),2023-07-14T12:00:00,2023-07-14T12:00:00,FOLLOW UP INSPECTION,t,4,CONLEY FAON,0,0,0,0,,,0,00,,0,t,t,t,t,t,t,7/14/2023
128384,210390,6463,DRURY INN AIRPORT POOL,101 RIDGE ROAD,,Robinson Township,PITTSBURGH,Allegheny County,PA,15205,40.43752722,-80.15384177,POOLS (INDOOR),2023-12-19T12:00:00,2023-12-22T12:40:00,INITIAL INSPECTION,f,1,ARMSTRONG RYAN,,,,,7,,7.6,,,51,t,t,t,t,t,t,1/2/2024
128386,210441,936,HAMPTON INN & SUITES POOL,1247 SMALLMAN STREET,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15222,40.44713583,-79.99241264,POOLS (INDOOR),2023-12-21T09:00:00,2023-12-26T10:00:00,INITIAL INSPECTION,t,1,MUSA AMINATA,3.8,,0.6,,,,< 7.0,,,,t,t,t,t,f,t,3/12/2024
128389,211153,936,HAMPTON INN & SUITES POOL,1247 SMALLMAN STREET,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15222,40.44713583,-79.99241264,POOLS (INDOOR),2024-02-02T01:00:00,2024-02-02T02:00:00,FOLLOW UP INSPECTION,t,2,MUSA AMINATA,10,,0.6,,,,7.6,,,45,t,t,t,t,f,t,3/12/2024
128391,211385,11320,FAIRFIELD INN AND SUITES PITTSBURGH NEVILLE ISLAND POOL,5850 GRAND AVENUE,,Neville Township,Pittsburgh,Allegheny County,PA,15225,40.5137302,-80.13321022,POOLS (INDOOR),2024-02-16T13:45:00,2024-02-20T14:15:00,INITIAL INSPECTION,f,1,LAURIA D. ANTHONY,3,3,0,0,,,7.4,7.4,0,50,t,t,t,t,t,t,2/20/2024
128394,211633,9097,COMFORT INN & SUITES NORTH SHORE - POOL,820 E OHIO STREET,,Pittsburgh,Pittsburgh,Allegheny County,PA,15212,40.45450327,-79.99626917,POOLS (INDOOR),2024-02-28T13:40:00,2024-03-01T14:50:00,FOLLOW UP INSPECTION,t,2,NOBBS SCOTT,0,,,,,,,,,,t,t,f,t,t,f,
128395,211648,2002,JEWISH COMMUNITY CENTER LAP POOL,5738 FORBES AVENUE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15217,40.43766873,-79.92390396,POOLS (INDOOR),2024-03-01T12:00:00,2024-03-04T12:30:00,INITIAL INSPECTION,t,1,LAURIA D. ANTHONY,3,3,0,0,,,7.5,7.5,0,280,t,t,f,t,t,t,3/21/2024
128396,207550,2471,MONTCLAIR POOL,1217 SHERBROOK DRIVE,,Upper St Clair Township,PITTSBURGH,Allegheny County,PA,15241,,,POOL (CONDO OUTDOOR),2023-08-09T12:00:00,2023-08-10T12:00:00,FOLLOW UP INSPECTION,t,2,ZIRNGIBL BARBARA,,,,,,,,,,,t,t,t,t,t,f,8/17/2023
128397,207568,2434,CHARTIERS COUNTRY CLUB POOL,601 BALDWIN ROAD,,ROBINSON TOWNSHIP,PITTSBURGH,Allegheny County,PA,15205,40.43475636,-80.09294628,POOLS (OUTDOOR),2023-08-08T14:10:00,2023-08-10T14:40:00,INITIAL INSPECTION,t,1,MANOWN MARYANN,6,,0,,,,7.4,,<30,260,t,t,f,t,t,t,
128404,207699,5882,THE FOUNDRY AT 41ST POOL,4107 WILLOW STREET,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15201,40.47185423,-79.96412576,POOLS (OUTDOOR),2023-08-14T11:40:00,2023-08-16T12:25:00,INITIAL INSPECTION,t,1,LINDGREN ERIC,1.7,,0,,,,7.4,,30,87,t,t,f,t,t,t,
128405,207705,1097,MCKNIGHT HOTEL - POOL,4575 MCKNIGHT ROAD,,Ross Township,PITTSBURGH,Allegheny County,PA,15237,40.50452415,-80.01036738,POOLS (INDOOR),2023-08-09T10:40:00,2023-08-16T11:10:00,INITIAL INSPECTION,t,1,NOBBS SCOTT,10.4,,0.6,,,,8,,,,t,t,t,t,f,t,
128408,207792,7756,THE EVALEE,7 DORCHESTER DRIVE,,Bethel Park,Pittsburgh,Allegheny County,PA,15241,40.34084473,-80.05084861,POOLS (OUTDOOR),2023-08-17T15:00:00,2023-08-21T15:30:00,FOLLOW UP INSPECTION,t,2,NABLO MARIAH,7.8,,0.4,,,,7.4,,,120,t,t,f,t,t,t,
128409,207820,1225,WADSWORTH HALL COMMUNITY CENTER POOL,480 OAK HILL DRIVE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15213,40.44274351,-79.96958936,POOLS (OUTDOOR),2023-08-21T15:30:00,2023-08-22T15:45:00,FOLLOW UP INSPECTION,t,4,NABLO MARIAH,,,,,,,,,,,t,t,f,t,t,t,
128411,207823,750,GREENBRIER VILLAGE APARTMENTS POOL,1701 GREENVALLEY DRIVE,,Scott Township,PITTSBURGH,Allegheny County,PA,15220,40.3980219,-80.06187723,POOLS (OUTDOOR),2023-08-22T11:00:00,2023-08-22T11:40:00,FOLLOW UP INSPECTION,t,4,ZIRNGIBL BARBARA,3.2,,0,,,,7.2,,50,110,t,t,f,t,f,t,8/25/2023
128412,207860,2302,WOODBRIDGE CONDO POOL,100 CLUBHOUSE LANE,,Ross Township,PITTSBURGH,Allegheny County,PA,15237,40.51533813,-79.99036775,POOL (CONDO OUTDOOR),2023-08-21T15:00:00,2023-08-23T15:10:00,FOLLOW UP INSPECTION,t,3,NOBBS SCOTT,,,,,,,,,,,t,t,f,t,t,t,9/8/2023
128414,207924,5922,RESIDENCE INN OAKLAND UNIVERSITY PL POOL,3341 FORBES  AVENUE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15213,40.43819466,-79.9621171,POOLS (INDOOR),2023-08-24T04:00:00,2023-08-25T04:30:00,INITIAL INSPECTION,t,1,MUSA AMINATA,,,0,,2.4,,7,,,,t,t,f,t,f,t,10/20/2023
128418,208012,1963,DITHRIDGE HOUSE - POOL,220 N DITHRIDGE STREET,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15213,40.44984052,-79.95200454,POOL (CONDO INDOOR),2023-08-29T13:45:00,2023-08-30T14:30:00,INITIAL INSPECTION,t,1,NABLO MARIAH,,,,,2.2,,7.4,,0,,t,t,f,t,t,t,8/30/2023
128419,208020,5982,NINETEEN NORTH APARTMENT POOL,1050 19TH NORTH DRIVE,,McCandless,PITTSBURGH,Allegheny County,PA,15237,40.56650574,-80.04156585,POOLS (OUTDOOR),2023-08-29T14:00:00,2023-08-30T14:30:00,FOLLOW UP INSPECTION,t,3,NOBBS SCOTT,,,,,,,,,,,t,t,f,t,t,t,9/1/2023
128422,211730,937,HAMPTON INN & SUITES SPA,1247 SMALLMAN STREET,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15222,40.44713583,-79.99241264,SPA/HOT TUB (INDOOR),2024-03-06T09:00:00,2024-03-07T10:00:00,FOLLOW UP INSPECTION,t,4,MUSA AMINATA,,,,,,,,,,,t,t,t,t,t,t,3/12/2024
128423,211759,10317,WINCHESTER ASSOCIATION POOL,540 N NEVILLE STREET,,Pittsburgh,Pittsburgh,Allegheny County,PA,15213,40.44908953,-79.94842847,POOL (CONDO INDOOR),2024-03-07T15:30:00,2024-03-08T16:00:00,INITIAL INSPECTION,f,1,NABLO MARIAH,2.6,,0.2,,,,7.8,,,50,t,t,t,t,t,t,3/8/2024
128424,211853,2057,WOODLAND HILLS HIGH POOL,2550 GREENSBURG PIKE,,Churchill,PITTSBURGH,Allegheny County,PA,15221,40.43635351,-79.85631199,POOLS (SCHOOLS),2024-03-12T11:00:00,2024-03-13T12:00:00,INITIAL INSPECTION,f,1,LAURIA D. ANTHONY,3,3,0,0,,,7.5,7.5,0,458,t,t,t,t,t,t,3/20/2024
128425,211914,1393,HYATT HOUSE SOUTHSIDE WORKS - POOL,2795 S WATER STREET,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15203,40.42828512,-79.96392123,POOLS (INDOOR),2024-03-14T10:50:00,2024-03-14T11:10:00,INITIAL INSPECTION,t,1,ZIRNGIBL BARBARA,4.6,,0.2,,,,7.4,,,60,t,t,f,t,t,t,
128426,211949,2004,JEWISH COMMUNITY CENTER WOMEN'S SPA,5738 FORBES AVENUE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15217,40.43766873,-79.92390396,SPA/HOT TUB (INDOOR),2024-03-14T13:30:00,2024-03-15T14:00:00,FOLLOW UP INSPECTION,t,2,LAURIA D. ANTHONY,4,4,0,0,,,7.2,7.2,,80,t,t,f,t,t,t,3/20/2024
128427,211981,2003,JEWISH COMMUNITY CENTER TRAINING POOL,5738 FORBES AVENUE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15217,40.43766873,-79.92390396,POOLS (INDOOR),2024-03-18T11:50:00,2024-03-19T12:00:00,FOLLOW UP INSPECTION,t,2,LAURIA D. ANTHONY,3.4,3.4,0,0,,,7.4,7.4,0,280,t,t,f,t,t,t,3/21/2024
128428,212004,1111,UNIVERSITY PREP AT MILLIONES POOL,3117 CENTRE AVENUE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15219,40.44980864,-79.96243461,POOLS (SCHOOLS),2024-03-18T14:00:00,2024-03-19T15:00:00,FOLLOW UP INSPECTION,t,2,FREEMAN MICHELE,3,3,0,0,0,0,7.6,7.6,0,250,t,t,f,t,t,t,
128430,212128,5781,MORROW PARK CITY APARTMENTS POOL,5250 LIBERTY  AVENUE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15224,40.4567333,-79.9402353,POOLS (INDOOR),2024-03-26T10:45:00,2024-03-26T11:10:00,INITIAL INSPECTION,t,1,ZIRNGIBL BARBARA,3.6,,0.2,,,,7.6,,,,t,t,t,t,t,t,
128431,212132,340,BROOKDALE MT. LEBANON POOL,1050 MCNEILLY ROAD,,Mount Lebanon,PITTSBURGH,Allegheny County,PA,15226,40.38821003,-80.02495444,POOLS (INDOOR),2024-03-27T09:00:00,2024-03-27T09:05:00,FOLLOW UP INSPECTION,t,2,O'BRIEN JEFF,,,,,,,,,,,t,t,t,t,t,t,3/27/2024
128432,212169,739,SPRINGHILL SUITES NORTH SHORE POOL,223 FEDERAL STREET,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15212,40.44861362,-80.00470428,POOLS (INDOOR),2024-03-27T15:30:00,2024-03-28T15:50:00,FOLLOW UP INSPECTION,t,2,NOBBS SCOTT,,,1.6,,,,,,,,t,t,f,t,t,t,3/28/2024
128434,206927,357,EDGEWOOD CLUB OUTDOOR POOL,1 PENNWOOD AVENUE,,Edgewood,PITTSBURGH,Allegheny County,PA,15218,40.43224868,-79.88523842,POOLS (OUTDOOR),2023-07-14T15:00:00,2023-07-17T15:30:00,INITIAL INSPECTION,f,1,DAILY NATHAN,4.4,4.4,0,0,,,7.4,7.4,<30,350,t,t,t,t,t,t,7/19/2023
128435,206928,2315,MEWS POOL,710 BROWNS LANE,,Ross Township,PITTSBURGH,Allegheny County,PA,15237,40.5459084,-80.02094927,POOL (CONDO OUTDOOR),2023-07-13T13:00:00,2023-07-17T14:00:00,INITIAL INSPECTION,f,1,NOBBS SCOTT,1.4,,0,,,,7.4,,0,275,t,t,t,t,t,t,7/20/2023
128437,206934,2269,THE CLUB AT NORTH HILLS POOL,700 DUNCAN AVENUE,,McCandless,PITTSBURGH,Allegheny County,PA,15237,40.56773015,-80.01820783,POOLS (OUTDOOR),2023-07-14T09:00:00,2023-07-17T09:45:00,FOLLOW UP INSPECTION,t,2,NOBBS SCOTT,,,,,,,,,45,,t,t,f,t,t,t,7/20/2023
128440,206953,2458,NOB HILL APARTMENTS,3000 SWALLOW HILL ROAD,,Scott Township,PITTSBURGH,Allegheny County,PA,15220,40.38894818,-80.075264,POOLS (OUTDOOR),2023-07-14T13:00:00,2023-07-18T14:00:00,FOLLOW UP INSPECTION,t,2,DAILY NATHAN,2.5,,0.5,,,,7.2,,30,75,t,t,f,t,t,t,7/31/2023
128441,206963,2506,FOREST HILLS COMMUNITY POOL,400 BRADDOCK ROAD,,Forest Hills,PITTSBURGH,Allegheny County,PA,15221,40.42479529,-79.85632684,POOLS (OUTDOOR),2023-07-17T12:30:00,2023-07-18T13:30:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,3,,0,,,,7.4,,,670,t,t,t,t,t,t,7/28/2023
128443,206993,9958,ONE ON CENTRE APARTMENTS SPA,4500 CENTRE AVENUE,,Pittsburgh,Pittsburgh,Allegheny County,PA,15213,40.45139849,-79.95304405,SPA/HOT TUB (OUTDOOR),2023-07-17T02:30:00,2023-07-18T02:40:00,FOLLOW UP INSPECTION,t,4,MUSA AMINATA,,,,,,,7.2,,,,t,t,f,t,f,t,7/28/2023
128445,207767,323,BELLEFIELD HALL POOL,315 S BELLEFIELD STREET,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15213,40.44540541,-79.95087111,POOLS (INDOOR),2023-08-18T11:00:00,2023-08-18T12:00:00,INITIAL INSPECTION,t,1,MUSA AMINATA,2.4,,0.4,,,,7.2,,,111,t,t,f,t,t,t,11/9/2023
128446,207789,10739,CAMBRIA SUITES PGH @ PPG PAINTS ARENA SPA,1320 CENTRE AVENUE,,Pittsburgh,Pittsburgh,Allegheny County,PA,15219,40.44009334,-79.98798104,SPA/HOT TUB (INDOOR),2023-08-18T10:00:00,2023-08-21T10:30:00,FOLLOW UP INSPECTION,t,7,DAILY NATHAN,3,,0.2,,,,,,,,t,t,t,t,t,f,1/5/2024
128448,207917,1981,ESSEX HOUSE POOL,5701 CENTRE AVENUE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15206,40.45770212,-79.93351236,POOL (CONDO OUTDOOR),2023-08-22T12:45:00,2023-08-25T13:15:00,INITIAL INSPECTION,t,1,LINDGREN ERIC,3,3,0,0,,,7.4,7.4,45,100,t,t,t,t,t,t,8/25/2023
128452,208011,1964,ATRIUM CONDO,307 S DITHRIDGE STREET,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15213,40.44543484,-79.95005254,POOL (CONDO INDOOR),2023-08-29T14:45:00,2023-08-30T15:15:00,INITIAL INSPECTION,t,1,NABLO MARIAH,3,,0,,,,7.6,,0,90,t,t,f,t,t,t,8/30/2023
128453,208171,8896,BEAR RUN VILLAGE LIMITED PARTNERSHIP POOL,100 BEAR RUN DRIVE,,Ohio Township,Pittsburgh,Allegheny County,PA,15237,40.54902623,-80.08057653,POOLS (OUTDOOR),2023-08-30T15:15:00,2023-09-06T15:40:00,FOLLOW UP INSPECTION,t,2,NOBBS SCOTT,,,,,,,,,,,t,t,f,t,t,t,10/20/2023
128454,208225,10879,NEWPORT SQUARE POOL,520 NEWPORT DRIVE,,Penn Hills,Pittsburgh,Allegheny County,PA,15235,40.45577779,-79.82964192,POOL (CONDO OUTDOOR),2023-09-07T13:00:00,2023-09-08T13:30:00,FOLLOW UP INSPECTION,t,2,DAILY NATHAN,,,,,,,,,,,t,t,f,t,t,t,9/8/2023
128455,207014,1985,HIGHLAND PARK POOL/CITY OF PITTSBURGH,151 LAKE DRIVE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15206,,,POOLS (OUTDOOR),2022-07-11T10:30:00,2023-07-19T12:00:00,FOLLOW UP INSPECTION,t,2,FREEMAN MICHELE,,,,,,,,,,1600,t,t,t,t,t,t,8/4/2023
128456,207015,750,GREENBRIER VILLAGE APARTMENTS POOL,1701 GREENVALLEY DRIVE,,Scott Township,PITTSBURGH,Allegheny County,PA,15220,40.3980219,-80.06187723,POOLS (OUTDOOR),2023-07-14T09:30:00,2023-07-19T11:00:00,FOLLOW UP INSPECTION,t,3,DAILY NATHAN,2.5,2.5,0.2,0.2,,,<7.2,<7.2,80,90,t,t,f,t,f,t,8/25/2023
128461,207048,9957,ONE ON CENTRE APARTMENTS POOL,4500 CENTRE AVENUE,,,Pittsburgh,Allegheny County,PA,15213,40.45139849,-79.95304405,POOLS (OUTDOOR),2023-07-19T13:00:00,2023-07-20T13:30:00,FOLLOW UP INSPECTION,t,2,NABLO MARIAH,,,,,,,7.4,,,75,t,t,f,t,t,t,8/4/2023
128462,207051,1306,SAMPSON YMCA SPECIAL PURPOSE POOL,2200 GOLDEN MILE  HIGHWAY,Rt#286,Plum,PITTSBURGH,Allegheny County,PA,15239,40.45807353,-79.7076382,POOLS (OUTDOOR),2023-07-19T11:30:00,2023-07-20T12:00:00,FOLLOW UP INSPECTION,t,2,MUSA AMINATA,,,,,,,,,,,t,t,t,t,t,t,8/4/2023
128463,207052,3901,SAMPSON FAMILY YMCA THERAPY POOL,2200 GOLDEN MILE HIGHWAY,,Plum,PITTSBURGH,Allegheny County,PA,15239,40.45807353,-79.7076382,POOLS (INDOOR),2023-07-19T11:30:00,2023-07-20T12:00:00,FOLLOW UP INSPECTION,t,2,MUSA AMINATA,3.2,,1,,,,,,,,t,t,t,t,t,t,8/3/2023
128467,208236,1097,MCKNIGHT HOTEL - POOL,4575 MCKNIGHT ROAD,,Ross Township,PITTSBURGH,Allegheny County,PA,15237,40.50452415,-80.01036738,POOLS (INDOOR),2023-09-06T09:45:00,2023-09-08T10:15:00,FOLLOW UP INSPECTION,t,2,NOBBS SCOTT,13,,,,,,8,,,,t,t,f,t,f,f,
128468,208238,1098,MCKNIGHT HOTEL - HOT TUB,4575 MCKNIGHT ROAD,,Ross Township,PITTSBURGH,Allegheny County,PA,15237,40.50452415,-80.01036738,SPA/HOT TUB (INDOOR),2023-09-06T10:15:00,2023-09-08T10:45:00,INITIAL INSPECTION,t,1,NOBBS SCOTT,0,,0,,,,8,,,,t,t,t,t,f,f,
128470,208268,10522,HOME 2 SUITES POOL,8630 DUNCAN AVENUE,,McCandless,Pittsburgh,Allegheny County,PA,15237,40.56167424,-80.02703422,POOLS (INDOOR),2023-09-08T15:10:00,2023-09-11T15:25:00,FOLLOW UP INSPECTION,t,2,NOBBS SCOTT,,,,,,,,,,,t,t,f,t,t,t,9/15/2023
128471,208280,1098,MCKNIGHT HOTEL - HOT TUB,4575 MCKNIGHT ROAD,,Ross Township,PITTSBURGH,Allegheny County,PA,15237,40.50452415,-80.01036738,SPA/HOT TUB (INDOOR),2023-09-06T10:10:00,2023-09-11T10:20:00,INITIAL INSPECTION,f,1,NOBBS SCOTT,,,,,,,,,,,t,t,t,t,t,t,9/12/2023
